f.l.X0,f.l.X1,f.l.X2,f.l.X3,f.l.X4,f.l.X5,f.h.X0,f.h.X1,f.h.X2,f.h.X3,f.h.X4,f.h.X5,m.l.X0,m.l.X1,m.l.X2,m.l.X3,m.l.X4,m.l.X5,m.h.X0,m.h.X1,m.h.X2,m.h.X3,m.h.X4,m.h.X5
0.3402905,0.3402905,0.3402905,0.3402905,0.3402905,0.3402905,0.2724951,0.2724951,0.2724951,0.2724951,0.2724951,0.2724951,0.3761317,0.3761317,0.3761317,0.3761317,0.3761317,0.3761317,0.3044915,0.3044915,0.3044915,0.3044915,0.3044915,0.3044915
